Año;Mes;Código;Descripción;Cant.
2024;Noviembre;150;EXAMEN CLINICO COMPLETO;8
2024;Noviembre;220;RX PERIAPICAL-1 PELICULA;8
2024;Noviembre;272;BITEWINGS-BILATERAL;6
2024;Noviembre;274;BITEWINGS-BILATERAL 4 PLACAS;8
2024;Noviembre;330;ORTOPANTOMOGRAFIA;17
2024;Noviembre;337;SCANNER 3D(CONE BEAM);4
2024;Noviembre;501;EXAMEN HISTOPATOLOGICO;1
2024;Noviembre;1101;PROFILAXIS SUPERFICIAL TOTAL;13
2024;Noviembre;1110;PROFILAXIS-ADULTO 3 GRUPOS;65
2024;Noviembre;1120;PROFILAXIS-NIÑO;2
2024;Noviembre;1203;FLUORACIÓN SILANO NIÑO;1
2024;Noviembre;1204;FLUORACIÓN SILANO ADULTO;8
2024;Noviembre;1351;SELLANTE;10
2024;Noviembre;1355;SESIÓN DE TRATAMIENTO;25
2024;Noviembre;2138;CONTROL BLANQ.;1
2024;Noviembre;2330;RESINA-UNA SUPERF. ANTERIOR;3
2024;Noviembre;2331;RESINA-DOS SUPERF. ANTERIOR;4
2024;Noviembre;2385;RESINA-1 SUPERF POST-PERMANENTE;17
2024;Noviembre;2610;INLAY-PORCEL/CERÁMICA-1 SUPERF.;6
2024;Noviembre;2620;INLAY-PORCEL/CERÁMICA-2 SUPERF.;5
2024;Noviembre;2630;INLAY-PORCEL/CERÁMICA-3+ SUPERF;5
2024;Noviembre;2710;CORONA DE RESINA PROVISORI;7
2024;Noviembre;2740;CORONA CERÁMICA;2
2024;Noviembre;2751;CORONA METAL CERÁMICA;2
2024;Noviembre;2952;ESPIGA MUÑÓN COLADO;2
2024;Noviembre;2962;CARILLA VESTIBULAR PORCELANA;8
2024;Noviembre;3310;ENDODONCIA ANTERIOR;1
2024;Noviembre;3330;ENDODONCIA MOLAR;1
2024;Noviembre;4240;COLGAJO POR GRUPO;12
2024;Noviembre;4249;CIR. ÓSEA C/ALARG. CORONARIO;1
2024;Noviembre;4263;INJERTO POR SITIO;1
2024;Noviembre;4341;PROFILAXIS PROFUNDA POR GRUPO;11
2024;Noviembre;4940;RETIRO DE SUTURA;7
2024;Noviembre;4941;CONTROL DE CIRUGIA;10
2024;Noviembre;5610;REPAR BASE ACRILICA;1
2024;Noviembre;5851;ACONDICIONADOR DE TEJ INF;1
2024;Noviembre;6010;CIRUGIA DE IMPLANTES C/U;3
2024;Noviembre;6020;EXPOSICIÓN DEL IMPLANTE;1
2024;Noviembre;6025;CORONA IMPLANTO SOPORTADA;2
2024;Noviembre;6030;PILAR MULTI UNIT Y ADITAMENTOS;1
2024;Noviembre;6100;EXTRACCIÓN DE IMPLANTE.;1
2024;Noviembre;6196;TRONILLO PROTESICO - TORQUE;1
2024;Noviembre;6241;PÓNTICO METAL PORCELANA;1
2024;Noviembre;6998;LABORATORIO ESPIGA MUÑÓN;1
2024;Noviembre;7001;LABORATORIO REPARACIÓN;1
2024;Noviembre;7004;LABORATORIO PROVISORIO;4
2024;Noviembre;7005;LABORATORIO PROVISORIO B;2
2024;Noviembre;7006;LABORATORIO PLANO;4
2024;Noviembre;7010;LABORATORIO INC CEREC;16
2024;Noviembre;7012;LABORATORIO CORONA IMPLANTOSOPO;1
2024;Noviembre;7013;CORONA PORCELANA;3
2024;Noviembre;7015;LABORATORIO CORONA METALCERÁMIC;5
2024;Noviembre;7026;LAB. ORTOD. INVISALIGN 2 ARCOS;1
2024;Noviembre;7210;EXODONCIA A COLGAJO;3
2024;Noviembre;7240;EXOD. DIENTE INCLUIDO O IMPACTAD;2
2024;Noviembre;7286;BIOPSIA DE TEJIDOS BLANDOS;1
2024;Noviembre;8671;CONTROL ORTODONCIA;45
2024;Noviembre;8690;INVISALIGN ORTOD.;1
2024;Noviembre;9110;URGENCIA;15
2024;Noviembre;9310;PROGRAMACION;10
2024;Noviembre;9940;PLANO DE ESTABILIZACIÓN;3
2024;Noviembre;9942;CONTROL DE PLANO ESTABILIZACIÓN;6
2024;Noviembre;9952;AJUSTE OCLUSAL / SELECTIVO;1
2024;Diciembre;120;EVALUACIÓN PERIODICA;1
2024;Diciembre;140;EXAMEN CLINICO PARCIAL;2
2024;Diciembre;150;EXAMEN CLINICO COMPLETO;12
2024;Diciembre;220;RX PERIAPICAL-1 PELICULA;10
2024;Diciembre;270;BITEWING UNILATERAL;2
2024;Diciembre;272;BITEWINGS-BILATERAL;1
2024;Diciembre;274;BITEWINGS-BILATERAL 4 PLACAS;16
2024;Diciembre;330;ORTOPANTOMOGRAFIA;22
2024;Diciembre;337;SCANNER 3D(CONE BEAM);5
2024;Diciembre;501;EXAMEN HISTOPATOLOGICO;1
2024;Diciembre;1101;PROFILAXIS SUPERFICIAL TOTAL;16
2024;Diciembre;1110;PROFILAXIS-ADULTO 3 GRUPOS;77
2024;Diciembre;1120;PROFILAXIS-NIÑO;15
2024;Diciembre;1201;FLUOR GEL NIÑO;3
2024;Diciembre;1203;FLUORACIÓN SILANO NIÑO;9
2024;Diciembre;1204;FLUORACIÓN SILANO ADULTO;7
2024;Diciembre;1330;INSTRUCCIÓN DE HIGIENE ORAL;2
2024;Diciembre;1351;SELLANTE;4
2024;Diciembre;1355;SESIÓN DE TRATAMIENTO;12
2024;Diciembre;2330;RESINA-UNA SUPERF. ANTERIOR;13
2024;Diciembre;2331;RESINA-DOS SUPERF. ANTERIOR;5
2024;Diciembre;2385;RESINA-1 SUPERF POST-PERMANENTE;12
2024;Diciembre;2386;RESINA-2 SUPER POST PERMANENTE;2
2024;Diciembre;2610;INLAY-PORCEL/CERAMICA-1 SUPERF.;5
2024;Diciembre;2620;INLAY-PORCEL/CERAMICA-2 SUPERF.;2
2024;Diciembre;2630;INLAY-PORCEL/CERAMICA-3+ SUPERF;3
2024;Diciembre;2710;CORONA DE RESINA PROVISORI;11
2024;Diciembre;2740;CORONA CERÁMICA;2
2024;Diciembre;2751;CORONA METAL CERÁMICA;8
2024;Diciembre;2952;ESPIGA MUÑÓN COLADO;5
2024;Diciembre;2955;REMOCIÓN DE ESPIGA - CORONA;10
2024;Diciembre;2962;CARILLA VESTIBULAR PORCELANA;6
2024;Diciembre;3310;ENDODONCIA ANTERIOR;1
2024;Diciembre;3330;ENDODONCIA MOLAR;1
2024;Diciembre;3347;ENDODONCIA PM CON LES O REP;2
2024;Diciembre;3999;SESIÓN ENDODONCIA;4
2024;Diciembre;4263;INJERTO POR SITIO;1
2024;Diciembre;4341;PROFILAXIS PROFUNDA POR GRUPO;13
2024;Diciembre;4940;RETIRO DE SUTURA;2
2024;Diciembre;4941;CONTROL DE CIRUGIA;6
2024;Diciembre;6010;CIRUGIA DE IMPLANTES C/U;1
2024;Diciembre;6020;EXPOSICIÓN DEL IMPLANTE;2
2024;Diciembre;6025;CORONA IMPLANTO SOPORTADA;1
2024;Diciembre;6030;PILAR MULTI UNIT Y ADITAMENTOS;3
2024;Diciembre;6034;PILAR ESTETICO INDIVIDUALIZADO;1
2024;Diciembre;6998;LABORATORIO ESPIGA MUÑÓN;6
2024;Diciembre;6999;SESIÓN PROT. FIJA;1
2024;Diciembre;7004;LABORATORIO PROVISORIO;7
2024;Diciembre;7005;LABORATORIO PROVISORIO B;3
2024;Diciembre;7006;LABORATORIO PLANO;2
2024;Diciembre;7010;LABORATORIO INC CEREC;11
2024;Diciembre;7011;LABORATORIO CARILLA VESTIBULAR;9
2024;Diciembre;7013;LABORATORIO CORONA PORCELANA;3
2024;Diciembre;7015;LABORATORIO CORONA METALCERÁMIC;6
2024;Diciembre;7021;ENCERADO DIAGNÓSTICO POR PIEZA;7
2024;Diciembre;7024;LAB. ORTOD INVISALIGN 1 ARCO;1
2024;Diciembre;7026;LAB. ORTOD. INVISALIGN 2 ARCOS;5
2024;Diciembre;7210;EXODONCIA A COLGAJO;5
2024;Diciembre;7286;BIOPSIA DE TEJIDOS BLANDOS;1
2024;Diciembre;8670;CONTROL SIN APARATO;2
2024;Diciembre;8671;CONTROL ORTODONCIA;58
2024;Diciembre;8690;INVISALIGN ORTOD.;3
2024;Diciembre;9110;URGENCIA;9
2024;Diciembre;9310;PROGRAMACION;21
2024;Diciembre;9940;PLANO DE ESTABILIZACIÓN;4
2024;Diciembre;9942;CONTROL DE PLANO ESTABILIZACIÓN;11
2024;Diciembre;9952;AJUSTE OCLUSAL / SELECTIVO;1
2025;Enero;150;EXAMEN CLINICO COMPLETO;12
2025;Enero;220;RX PERIAPICAL-1 PELICULA;8
2025;Enero;270;BITEWING UNILATERAL;3
2025;Enero;272;BITEWINGS-BILATERAL;7
2025;Enero;274;BITEWINGS-BILATERAL 4 PLACAS;11
2025;Enero;330;ORTOPANTOMOGRAFIA;25
2025;Enero;337;SCANNER 3D(CONE BEAM);2
2025;Enero;340;CEPHALOMETRIC FILM (TELERADIOG);1
2025;Enero;1101;PROFILAXIS SUPERFICIAL TOTAL;8
2025;Enero;1110;PROFILAXIS-ADULTO 3 GRUPOS;65
2025;Enero;1120;PROFILAXIS-NIÑO;11
2025;Enero;1203;FLUORACIÓN SILANO NIÑO;9
2025;Enero;1204;FLUORACIÓN SILANO ADULTO;8
2025;Enero;1330;INSTRUCCIÓN DE HIGIENE ORAL;1
2025;Enero;1351;SELLANTE;13
2025;Enero;1355;SESIÓN DE TRATAMIENTO;2
2025;Enero;2138;CONTROL BLANQ.;1
2025;Enero;2139;BLANQUEAMIENTO;1
2025;Enero;2330;RESINA-UNA SUPERF. ANTERIOR;1
2025;Enero;2331;RESINA-DOS SUPERF. ANTERIOR;4
2025;Enero;2380;RESINA-1 SUPERF POST-PRIMARIO;1
2025;Enero;2385;RESINA-1 SUPERF POST-PERMANENTE;32
2025;Enero;2386;RESINA-2 SUPER POST PERMANENTE;2
2025;Enero;2610;INLAY-PORCEL/CERÁMICA-1 SUPERF.;3
2025;Enero;2620;INLAY-PORCEL/CERÁMICA-2 SUPERF.;1
2025;Enero;2630;INLAY-PORCEL/CERÁMICA-3+ SUPERF;6
2025;Enero;2643;ONLAY-PORCEL/CERÁM-3 SUPERF.;1
2025;Enero;2644;ONLAY-PORCEL/CERÁM-4 + SUPERF.;1
2025;Enero;2710;CORONA DE RESINA PROVISORI;2
2025;Enero;2740;CORONA CERÁMICA;2
2025;Enero;2751;CORONA METAL CERÁMICA;3
2025;Enero;2952;ESPIGA MUÑÓN COLADO;2
2025;Enero;2955;REMOCIÓN DE ESPIGA - CORONA;1
2025;Enero;3330;ENDODONCIA MOLAR;1
2025;Enero;3999;SESIÓN ENDODONCIA;1
2025;Enero;4240;COLGAJO POR GRUPO;1
2025;Enero;4249;CIR. ÓSEA C/ALARG. CORONARIO;1
2025;Enero;4930;REEVALUACIÓN;2
2025;Enero;4940;RETIRO DE SUTURA;5
2025;Enero;4941;CONTROL DE CIRUGIA;3
2025;Enero;5851;ACONDICIONADOR DE TEJ INF;1
2025;Enero;6020;EXPOSICIÓN DEL IMPLANTE;1
2025;Enero;6025;CORONA IMPLANTO SOPORTADA;11
2025;Enero;6030;PILAR MULTI UNIT Y ADITAMENTOS;3
2025;Enero;6196;TRONILLO PROTESICO - TORQUE;2
2025;Enero;6241;PÓNTICO METAL PORCELANA;2
2025;Enero;6998;LABORATORIO ESPIGA MUÑÓN;2
2025;Enero;7004;LABORATORIO PROVISORIO;1
2025;Enero;7005;LABORATORIO PROVISORIO B;1
2025;Enero;7006;LABORATORIO PLANO;2
2025;Enero;7010;LABORATORIO INC CEREC;12
2025;Enero;7012;LABORATORIO CORONA IMPLANTOSOPO;10
2025;Enero;7013;LABORATORIO CORONA PORCELANA;2
2025;Enero;7015;LABORATORIO CORONA METALCERÁMIC;3
2025;Enero;7024;LAB. ORTOD INVISALIGN 1 ARCO;3
2025;Enero;7210;EXODONCIA A COLGAJO;2
2025;Enero;7220;EXOD. DIENTE INCLUIDO SUBMUCOSO;4
2025;Enero;7280;FENESTRACIÓN / ORTODONCIA;1
2025;Enero;8080;AP. FIJO METALICO 1 AÑO;1
2025;Enero;8671;CONTROL ORTODONCIA;45
2025;Enero;8690;INVISALIGN ORTOD.;3
2025;Enero;9110;URGENCIA;15
2025;Enero;9310;PROGRAMACION;7
2025;Febrero;140;EXAMEN CLINICO PARCIAL;1
2025;Febrero;150;EXAMEN CLINICO COMPLETO;1
2025;Febrero;220;RX PERIAPICAL-1 PELICULA;6
2025;Febrero;270;BITEWING UNILATERAL;1
2025;Febrero;272;BITEWINGS-BILATERAL;2
2025;Febrero;274;BITEWINGS-BILATERAL 4 PLACAS;1
2025;Febrero;330;ORTOPANTOMOGRAFIA;3
2025;Febrero;1101;PROFILAXIS SUPERFICIAL TOTAL;5
2025;Febrero;1110;PROFILAXIS-ADULTO 3 GRUPOS;8
2025;Febrero;1120;PROFILAXIS-NIÑO;3
2025;Febrero;1203;FLUORACIÓN SILANO NIÑO;3
2025;Febrero;1204;FLUORACIÓN SILANO ADULTO;1
2025;Febrero;1330;INSTRUCCIÓN DE HIGIENE ORAL;1
2025;Febrero;2330;RESINA-UNA SUPERF. ANTERIOR;3
2025;Febrero;2331;RESINA-DOS SUPERF. ANTERIOR;1
2025;Febrero;2385;RESINA-1 SUPERF POST-PERMANENTE;6
2025;Febrero;2620;INLAY-PORCEL/CERÁMICA-2 SUPERF.;1
2025;Febrero;2630;INLAY-PORCEL/CERÁMICA-3+ SUPERF;2
2025;Febrero;2710;CORONA DE RESINA PROVISORI;1
2025;Febrero;2740;CORONA CERÁMICA;1
2025;Febrero;2955;REMOCIÓN DE ESPIGA - CORONA;1
2025;Febrero;3229;EXODONCIA PRIMARIO;3
2025;Febrero;4263;INJERTO POR SITIO;1
2025;Febrero;4341;PROFILAXIS PROFUNDA POR GRUPO;1
2025;Febrero;6010;CIRUGIA DE IMPLANTES C/U;1
2025;Febrero;6020;EXPOSICIÓN DEL IMPLANTE;1
2025;Febrero;6196;TRONILLO PROTESICO - TORQUE;1
2025;Febrero;7005;LABORATORIO PROVISORIO B;1
2025;Febrero;7010;LABORATORIO INC CEREC;4
2025;Febrero;7024;LAB. ORTOD INVISALIGN 1 ARCO;1
2025;Febrero;7210;EXODONCIA A COLGAJO;2
2025;Febrero;8671;CONTROL ORTODONCIA;15
2025;Febrero;8690;INVISALIGN ORTOD.;1
2025;Febrero;9110;URGENCIA;4
2025;Marzo;140;EXAMEN CLINICO PARCIAL;4
2025;Marzo;150;EXAMEN CLINICO COMPLETO;9
2025;Marzo;220;RX PERIAPICAL-1 PELICULA;8
2025;Marzo;272;BITEWINGS-BILATERAL;6
2025;Marzo;274;BITEWINGS-BILATERAL 4 PLACAS;2
2025;Marzo;330;ORTOPANTOMOGRAFIA;7
2025;Marzo;337;SCANNER 3D(CONE BEAM);6
2025;Marzo;501;EXAMEN HISTOPATOLÓGICO;2
2025;Marzo;1101;PROFILAXIS SUPERFICIAL TOTAL;3
2025;Marzo;1110;PROFILAXIS-ADULTO 3 GRUPOS;54
2025;Marzo;1120;PROFILAXIS-NIÑO;6
2025;Marzo;1203;FLUORACIÓN SILANO NIÑO;5
2025;Marzo;1204;FLUORACIÓN SILANO ADULTO;5
2025;Marzo;1330;INSTRUCCIÓN DE HIGIENE ORAL;1
2025;Marzo;1351;SELLANTE;3
2025;Marzo;1355;SESIÓN DE TRATAMIENTO;2
2025;Marzo;2138;CONTROL BLANQ.;2
2025;Marzo;2139;BLANQUEAMIENTO;2
2025;Marzo;2330;RESINA-UNA SUPERF. ANTERIOR;5
2025;Marzo;2385;RESINA-1 SUPERF POST-PERMANENTE;9
2025;Marzo;2386;RESINA-2 SUPER POST PERMANENTE;1
2025;Marzo;2387;RESINA-3 SUPERF O + POST-PERM;1
2025;Marzo;2610;INLAY-PORCEL/CERÁMICA-1 SUPERF.;1
2025;Marzo;2620;INLAY-PORCEL/CERÁMICA-2 SUPERF.;2
2025;Marzo;2630;INLAY-PORCEL/CERÁMICA-3+ SUPERF;1
2025;Marzo;2710;CORONA DE RESINA PROVISORI;1
2025;Marzo;2740;CORONA CERÁMICA;1
2025;Marzo;3330;ENDODONCIA MOLAR;1
2025;Marzo;3346;ENDODONCIA ANT LESIÓN O REP.;1
2025;Marzo;3999;SESIÓN ENDODONCIA;3
2025;Marzo;4240;COLGAJO POR GRUPO;1
2025;Marzo;4249;CIR. ÓSEA C/ALARG. CORONARIO;2
2025;Marzo;4260;CIR. ÓSEA POR GRUPO;1
2025;Marzo;4263;INJERTO POR SITIO;1
2025;Marzo;4321;FÉRULA PROV. EXTRACORONARIA;4
2025;Marzo;4930;REEVALUACIÓN;1
2025;Marzo;4940;RETIRO DE SUTURA;4
2025;Marzo;6025;CORONA IMPLANTO SOPORTADA;1
2025;Marzo;6030;PILAR MULTI UNIT Y ADITAMENTOS;4
2025;Marzo;7005;LABORATORIO PROVISORIO B;3
2025;Marzo;7006;LABORATORIO PLANO;1
2025;Marzo;7010;LABORATORIO INC CEREC;5
2025;Marzo;7012;LABORATORIO CORONA IMPLANTOSOPO;1
2025;Marzo;7024;LAB. ORTOD INVISALIGN 1 ARCO;1
2025;Marzo;7026;LAB. ORTOD. INVISALIGN 2 ARCOS;2
2025;Marzo;7210;EXODONCIA A COLGAJO;2
2025;Marzo;7286;BIOPSIA DE TEJIDOS BLANDOS;2
2025;Marzo;8670;CONTROL SIN APARATO;1
2025;Marzo;8671;CONTROL ORTODONCIA;63
2025;Marzo;8690;INVISALIGN ORTOD.;1
2025;Marzo;9110;URGENCIA;7
2025;Marzo;9310;PROGRAMACION;10
2025;Marzo;9940;PLANO DE ESTABILIZACIÓN;2
2025;Abril;140;EXAMEN CLINICO PARCIAL;2
2025;Abril;150;EXAMEN CLINICO COMPLETO;13
2025;Abril;220;RX PERIAPICAL-1 PELICULA;10
2025;Abril;272;BITEWINGS-BILATERAL;4
2025;Abril;274;BITEWINGS-BILATERAL 4 PLACAS;11
2025;Abril;330;ORTOPANTOMOGRAFIA;13
2025;Abril;337;SCANNER 3D(CONE BEAM);5
2025;Abril;501;EXAMEN HISTOPATOLÓGICO;1
2025;Abril;1101;PROFILAXIS SUPERFICIAL TOTAL;9
2025;Abril;1110;PROFILAXIS-ADULTO 3 GRUPOS;87
2025;Abril;1120;PROFILAXIS-NIÑO;3
2025;Abril;1203;FLUORACIÓN SILANO NIÑO;2
2025;Abril;1204;FLUORACIÓN SILANO ADULTO;9
2025;Abril;1351;SELLANTE;1
2025;Abril;1355;SESIÓN DE TRATAMIENTO;1
2025;Abril;2330;RESINA-UNA SUPERF. ANTERIOR;25
2025;Abril;2331;RESINA-DOS SUPERF. ANTERIOR;3
2025;Abril;2385;RESINA-1 SUPERF POST-PERMANENTE;8
2025;Abril;2610;INLAY-PORCEL/CERÁMICA-1 SUPERF.;3
2025;Abril;2620;INLAY-PORCEL/CERÁMICA-2 SUPERF.;2
2025;Abril;2630;INLAY-PORCEL/CERÁMICA-3+ SUPERF;6
2025;Abril;2644;ONLAY-PORCEL/CERÁM-4 + SUPERF.;1
2025;Abril;2710;CORONA DE RESINA PROVISORI;5
2025;Abril;2740;CORONA CERÁMICA;6
2025;Abril;2751;CORONA METAL CERÁMICA;1
2025;Abril;2955;REMOCIÓN DE ESPIGA - CORONA;1
2025;Abril;2962;CARILLA VESTIBULAR PORCELANA;9
2025;Abril;3320;ENDODONCIA PREMOLAR;2
2025;Abril;3346;ENDODONCIA ANT LESIÓN O REP.;1
2025;Abril;3999;SESIÓN ENDODONCIA;1
2025;Abril;4250;CIR. MUCOGINGIVAL POR GRUPO;3
2025;Abril;4260;CIR. ÓSEA POR GRUPO;1
2025;Abril;4263;INJERTO POR SITIO;1
2025;Abril;4273;INJERTO TEJ. CONJUNTIVO;1
2025;Abril;4321;FÉRULA PROV. EXTRACORONARIA;2
2025;Abril;4341;PROFILAXIS PROFUNDA POR GRUPO;7
2025;Abril;4940;RETIRO DE SUTURA;7
2025;Abril;4941;CONTROL DE CIRUGIA;2
2025;Abril;5214;PROT PARCIAL METÁLICA INFERIOR;1
2025;Abril;6010;CIRUGIA DE IMPLANTES C/U;1
2025;Abril;6020;EXPOSICIÓN DEL IMPLANTE;3
